id	misogynous	text	misogyny_category	target	cleaned_text
480	1	If I was a woman I would probably be a hoe lol they have so much fun and niggas pay them for stupid shit	sexual_harassment	passive	if i was a woman i would probably be a hoe lol they have so much fun and niggas pay them for stupid shit
481	1	I AM NOT GOING AFTER YOUR EX BF YOU LIEING SACK OF SHIT ! I'm done with you dude that's why I dumped your ass cause your a lieing 😂😡 bitch	sexual_harassment	active	i am not going after your ex bf you lieing sack of shit ! I am done with you dude that is why i dumped your ass cause your a lieing bitch
482	1	<MENTION_1> <MENTION_2> <MENTION_3> Isn't a pussy an exit hole too? <URL>	sexual_harassment	passive	<mention > <mention > <mention > is not a pussy an exit hole too ? <url>
483	1	Bitches fav line is “Am I supposed to be scared?” Listen here lil bitch you don’t have to be scared to get your ass beat. So wassup😊	sexual_harassment	passive	bitches fav line is am i supposed to be scared ? listen here lil bitch you dont have to be scared to get your ass beat . so wassup
484	1	What happens when you drug, rape and sodomize a 13 year old girl ? ALL those left wing loons who tell us how to... <URL>	sexual_harassment	active	what happens when you drug , rape and sodomize a year old girl ? all those left wing loons who tell us how to . <url>
485	1	Last night I had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick 😐	sexual_harassment	active	last night i had this women tell me and my friends that if we pay her we can fuck her and her husband who has a big black dick
486	1	<MENTION_1> I’d love to lick your pussy before and after a Big Black cock has fucked it! I’m in northwest Indiana HMU if you need a cuckold!!!	sexual_harassment	active	<mention > id love to lick your pussy before and after a big black cock has fucked it ! im in northwest indiana hmu if you need a cuckold !
487	1	On today’s episode of women will trade their self respect in for the dick <URL>	sexual_harassment	passive	on todays episode of women will trade their self respect in for the dick <url>
488	1	<MENTION_1> This bitch waaay to much shit to talk about athletes like your literally a professional slut stay in your lane	sexual_harassment	active	<mention > this bitch way to much shit to talk about athletes like your literally a professional slut stay in your lane
489	1	but i dont like women as much 😂😪 like they’re dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether	sexual_harassment	passive	but i dont like women as much like theyre dope as a side piece but ive yet to meet a woman i feel like i could drop dick for altogether
490	1	rubbing cock on face woman with three tits	sexual_harassment	passive	rubbing cock on face woman with three tits
491	1	<MENTION_1> seth robbed my pussy 💘💘 oomf sweetie im so sorry that u have to deal with this annoying bitch	sexual_harassment	active	<mention > seth robbed my pussy oomf sweetie im so sorry that u have to deal with this annoying bitch
492	1	If you've ever laughed at a dead baby joke, or chuckled at a dead lawyer joke, then don't bitch about a rape joke. Perspective, please!	sexual_harassment	passive	if you have ever laughed at a dead baby joke , or chuckled at a dead lawyer joke , then do not bitch about a rape joke . perspective , please !
493	1	You and your girlfriend can easily eat my ass bitch.	sexual_harassment	active	you and your girlfriend can easily eat my ass bitch .
494	1	I'm back in it bitch If the head game is right and that pussy feel good Throw a rack at that bitch	sexual_harassment	active	I am back in it bitch if the head game is right and that pussy feel good throw a rack at that bitch
495	1	Your girl is a hoe, you need to let go She fucked a... — You sent this a few months ago. I just now got to i... <URL>	sexual_harassment	active	your girl is a hoe , you need to let go she fucked a . you sent this a few months ago . i just now got to i . <url>
496	1	Ima make her h20, out her pussy hole	sexual_harassment	active	ima make her h , out her pussy hole
497	1	Please spread your cunt hole fully <URL>	sexual_harassment	active	please spread your cunt hole fully <url>
498	1	<MENTION_1> You need a thick Cock in your throat 😂😂	sexual_harassment	active	<mention > you need a thick cock in your throat
499	1	<MENTION_1> You bitch too much over stupid shit go fuck your self stupid cunt you have shitty service anyway a… <URL>	sexual_harassment	active	<mention > you bitch too much over stupid shit go fuck your self stupid cunt you have shitty service anyway a <url>
500	1	my neighbour is such a cunt i hope someone murders that stupid bitch. preferably tortures her first as well	sexual_harassment	active	my neighbour is such a cunt i hope someone murders that stupid bitch . preferably tortures her first as well
501	1	no offense but this big bitch is serving you ALLLLLL types of kunt in this picture	sexual_harassment	active	no offense but this big bitch is serving you al types of kunt in this picture
502	1	<MENTION_1> <MENTION_2> Good point. I guess he should “chew gum, move on married women like a bitch and grab them by the pussy”? -president of the Virgin Islands	sexual_harassment	passive	<mention > <mention > good point . i guess he should chew gum , move on married women like a bitch and grab them by the pussy ?   president of the virgin islands
503	1	it's when you get called a cunt 45 times a day for simply existing as a woman who dares to have her own youtube account.	sexual_harassment	active	it is when you get called a cunt times a day for simply existing as a woman who dares to have her own youtube account .
504	1	<MENTION_1> <MENTION_2> okeyo, go rape your whore of a mother!	sexual_harassment	active	<mention > <mention > okeyo , go rape your whore of a mother !
505	1	I like my women like I like my laptop .. on my dick	sexual_harassment	passive	i like my women like i like my laptop .. on my dick
506	1	If the dick good she’s gonna agree to the “you my girlfriend now” statement off rip	sexual_harassment	active	if the dick good shes gonna agree to the you my girlfriend now statement off rip
507	1	<MENTION_1> <MENTION_2> <MENTION_3> You're a stupid cunt! Hope 45 cause your death!	sexual_harassment	active	<mention > <mention > <mention > you are a stupid cunt ! hope cause your death !
508	1	<MENTION_1> Let me check your ass out with my cock	sexual_harassment	active	<mention > let me check your ass out with my cock
509	1	Bitch gots me fucked up, claiming to be a grown ass women but yet you try to compare &; bitch you still ain't shit... so what's good?	sexual_harassment	active	bitch gots me fucked up , claiming to be a grown ass women but yet you try to compare   bitch you still have not shit . so what is good ?
510	1	<MENTION_1> bitch I'll beat your ass	sexual_harassment	active	<mention > bitch i will beat your ass
511	1	What's the difference between your bonus and your dick? You don't have to beg a woman to blow your bonus	sexual_harassment	passive	what is the difference between your bonus and your dick ? you do not have to beg a woman to blow your bonus
512	1	Why hasn't a female been to the moon? Because it hasn't needed cleaning yet!	sexual_harassment	passive	why has not a female been to the moon ? because it has not needed cleaning yet !
513	1	What's worse than a girl who gives rough handjobs? A feminist.	sexual_harassment	active	what is worse than a girl who gives rough handjobs ? a feminist .
514	1	Soccer players go down more than my bitch on my dick	sexual_harassment	active	soccer players go down more than my bitch on my dick
515	1	We will rebel against this society's matriarchy and establish Fascism one day.	sexual_harassment	passive	we will rebel against this society s matriarchy and establish fascism one day .
516	1	If you deny her dick and she doesn't lose her mind... Your dick game is weak AF	sexual_harassment	active	if you deny her dick and she does not lose her mind . your dick game is weak af
517	1	<MENTION_1> you give me a penis boner 😘	sexual_harassment	active	<mention > you give me a penis boner
518	1	Kanye got the whole family dressin like the trashy whores they are <URL>	sexual_harassment	passive	kanye got the whole family dressin like the trashy whores they are <url>
519	1	I really wanna get a rich, married woman pregnant cause my kid deserves the best and a dad that actually cares	sexual_harassment	passive	i really wanna get a rich , married woman pregnant cause my kid deserves the best and a dad that actually cares
520	1	Good girls send nudes	sexual_harassment	passive	good girls send nudes
521	1	When you're in love with her and find out she doesn't do anal so you're gonna have to cut her loose <URL>	sexual_harassment	passive	when you are in love with her and find out she does not do anal so you are gonna have to cut her loose <url>
522	1	Shoutout to all the ladies that fuck with their vaginas and not their emotions... You bitches are my fucking favorite	sexual_harassment	passive	shoutout to all the ladies that fuck with their vaginas and not their emotions . you bitches are my fucking favorite
523	1	If you can't choke her with your cock just let her finger your vagina, princess	sexual_harassment	passive	if you cannot choke her with your cock just let her finger your vagina , princess
524	1	Stimulate her mind and her vagina will follow suit	sexual_harassment	active	stimulate her mind and her vagina will follow suit
525	1	If you're a chick and I followed you back its only cause you live close enough to fuck ☺️	sexual_harassment	passive	if you are a chick and i followed you back its only cause you live close enough to fuck
526	1	Her- where'd you learn to eat pussy like that? Me- <URL>	sexual_harassment	active	her   where would you learn to eat pussy like that ? me   <url>
527	1	I think percentage wise, my female followers here are better looking than IG. You always have an open seat on my face. <MENTION_1> u first	sexual_harassment	passive	i think percentage wise , my female followers here are better looking than ig . you always have an open seat on my face . <mention > u first
528	1	I don't pay my bills on time. I wait for the final notice to come in and then I just throw it away, and that's exactly how I handle my women	sexual_harassment	passive	i do not pay my bills on time . i wait for the final notice to come in and then i just throw it away , and that is exactly how i handle my women
529	1	Shoutout to all you passive aggressive bitches... Go choke on a dick, bitch	sexual_harassment	passive	shoutout to all you passive aggressive bitches . go choke on a dick , bitch
530	1	Pro Tip- If you're in NYC tonight and a girl asks you if you're your_fuckboy, say yes, take her home and fuck her	sexual_harassment	passive	pro tip   if you are in nyc tonight and a girl asks you if you are your fuckboy , say yes , take her home and fuck her
531	1	When she sucks you off right side up and upside down <URL>	sexual_harassment	passive	when she sucks you off right side up and upside down <url>
532	1	<MENTION_1> suck me off upside down and chill?	sexual_harassment	active	<mention > suck me off upside down and chill ?
533	1	Girls with blonde hair and dark roots make my cock hard for some reason	sexual_harassment	passive	girls with blonde hair and dark roots make my cock hard for some reason
534	1	When you're checking to see if the pussy is safe to eat <URL>	sexual_harassment	passive	when you are checking to see if the pussy is safe to eat <url>
535	1	When he wraps 1 hand around your throat, puts the other betwn your legs &; whispers 'this pussy is mine' in your ear <URL>	sexual_harassment	passive	when he wraps hand around your throat , puts the other betwn your legs   whispers   this pussy is mine   in your ear <url>
536	1	When the pussy stank but she looks so good you gotta finish <URL>	sexual_harassment	active	when the pussy stank but she looks so good you gotta finish <url>
537	1	I just want you to be my girlfriend without being my 'girlfriend' so I can fuck other people and you can't... Is that too much to ask?	sexual_harassment	active	i just want you to be my girlfriend without being my   girlfriend   so i can fuck other people and you cannot . is that too much to ask ?
538	1	Roses are red, my balls are blue, here's my cock, you know what to do	sexual_harassment	passive	roses are red , my balls are blue , here s my cock , you know what to do
539	1	Most women just want to be ravaged... But sadly most of these men don't know what that means and wouldn't know where to begin...	sexual_harassment	passive	most women just want to be ravaged . but sadly most of these men do not know what that means and would not know where to begin .
540	1	I think I should start charging for this dick so I can be a real whore	sexual_harassment	active	i think i should start charging for this dick so i can be a real whore
541	1	<MENTION_1> I should probably make you my WCW now cause after I fuck you I'm never gonna talk to you again... At least I'm honest ☺️	sexual_harassment	active	<mention > i should probably make you my wcw now cause after i fuck you I am never gonna talk to you again . at least I am honest
542	1	It amazes me how many women masturbate at work... Please come work for me, I have a position open under my desk	sexual_harassment	passive	it amazes me how many women masturbate at work . please come work for me , i have a position open under my desk
543	1	People that ask you why you unfollowed them are the worst kind of people... Bitch, cause fuck you, that's why	sexual_harassment	active	people that ask you why you unfollowed them are the worst kind of people . bitch , cause fuck you , that is why
544	1	Before I rip you a new asshole vs after <URL>	sexual_harassment	passive	before i rip you a new asshole vs after <url>
545	1	I'm on this new diet where I only eat pussy and ass from Friday to Sunday... It's going well	sexual_harassment	passive	I am on this new diet where i only eat pussy and ass from friday to sunday . it is going well
546	1	These dudes out here sending dick pics to anyone... Y'all dumb AF... I ain't sendin shit without a pussy pic first... Insurance if you will	sexual_harassment	passive	these dudes out here sending dick pics to anyone . y all dumb af . i have not sendin shit without a pussy pic first . insurance if you will
547	1	I only follow pretty girls that live close enough to fuck ☺️ <URL>	sexual_harassment	passive	i only follow pretty girls that live close enough to fuck <url>
548	1	Sometimes you just gotta say fuck it and let a mutha fucka know you wanna have sex to their face	sexual_harassment	active	sometimes you just gotta say fuck it and let a mutha fucka know you wanna have sex to their face
549	1	When he sends you a dick pic and he has clit dick <URL>	sexual_harassment	active	when he sends you a dick pic and he has clit dick <url>
550	1	Call me daddy while you're choking on my cock	sexual_harassment	active	call me daddy while you are choking on my cock
551	1	Girls that wear sundresses make my penis smile	sexual_harassment	passive	girls that wear sundresses make my penis smile
552	1	Any girl that says pussy rules the world has never had good dick	sexual_harassment	passive	any girl that says pussy rules the world has never had good dick
553	1	Sit on my face and water board me with your vagina	sexual_harassment	active	sit on my face and water board me with your vagina
554	1	If you've ever mentioned me to your therapist, give her my number, she probably wants to try out the dick that ruined you too	sexual_harassment	active	if you have ever mentioned me to your therapist , give her my number , she probably wants to try out the dick that ruined you too
555	1	Me trying to flirt- You have really nice eyebrows... I'd like to cum on them to see if they wash off	sexual_harassment	passive	me trying to flirt   you have really nice eyebrows . i would like to cum on them to see if they wash off
556	1	Pro Tip- If you're gonna fuck a bitch that just left a wedding, give her a fake name and number cause she's fallin in love regardless	sexual_harassment	passive	pro tip   if you are gonna fuck a bitch that just left a wedding , give her a fake name and number cause she is fallin in love regardless
557	1	Invite her over, play Rihanna 'Sex with Me' on repeat, then give her the worst sex of her life... #wastehertime2016	sexual_harassment	active	invite her over , play rihanna   sex with me   on repeat , then give her the worst sex of her life .
558	1	RT <MENTION_1> <MENTION_2> <MENTION_3> Aye! Make your dreams come true! ...Go out there and suck a dick!😂😂	sexual_harassment	active	<mention > <mention > <mention > aye ! make your dreams come true ! . go out there and suck a dick !
559	1	When you and your mom are trying to figure out how to make you seem like a bigger whore than your sister <URL>	sexual_harassment	passive	when you and your mom are trying to figure out how to make you seem like a bigger whore than your sister <url>
560	1	Most men are too scared to choke a bitch properly... I never feel like I'm choking them hard enough	sexual_harassment	passive	most men are too scared to choke a bitch properly . i never feel like I am choking them hard enough
561	1	Call me crazy but I prefer Kylie Jenner when she still had her fetal alcohol syndrome lips	sexual_harassment	active	call me crazy but i prefer kylie jenner when she still had her fetal alcohol syndrome lips
562	1	Flirting 2016 Me- ma'am can you pull your pants down please? Her- umm excuse me?! Me- I believe there may be a Pokemon in your vagina	sexual_harassment	active	flirting me   ma am can you pull your pants down please ? her   umm excuse me ? ! me   i believe there may be a pokemon in your vagina
563	1	When she says 'we can fuck but you have to wear a condom' <URL>	sexual_harassment	passive	when she says   we can fuck but you have to wear a condom   <url>
564	1	When you're fuckin a bitch doggy that has a bible verse tatted on her back and you begin thinkin about what a disgusting piece of shit you r	sexual_harassment	active	when you are fuckin a bitch doggy that has a bible verse tatted on her back and you begin thinkin about what a disgusting piece of shit you r
565	1	Stop sweatin these hoes... Vaginas are like doors, when one closes, several more open up	sexual_harassment	passive	stop sweatin these hoes . vaginas are like doors , when one closes , several more open up
566	1	When he runs his hand up the back of your head, grabs a handful of hair, kisses you &; whispers 'your pussy is mine' <URL>	sexual_harassment	active	when he runs his hand up the back of your head , grabs a handful of hair , kisses you   whispers   your pussy is mine   <url>
567	1	I like girls with gag reflexes... Cause I enjoy holding their heads down and watching them struggle through it	sexual_harassment	passive	i like girls with gag reflexes . cause i enjoy holding their heads down and watching them struggle through it
568	1	Your ass is red My belt is blue Bend over bitch I ain't through with you #PoetsDay	sexual_harassment	active	your ass is red my belt is blue bend over bitch i have not through with you
569	1	I'm only gonna waste your time, break your heart and ruin your vagina, to make you stronger as a woman. You're welcome	sexual_harassment	active	I am only gonna waste your time , break your heart and ruin your vagina , to make you stronger as a woman . you are welcome
570	1	30 seconds after you're done fucking the attitude out of her <URL>	sexual_harassment	active	seconds after you are done fucking the attitude out of her <url>
571	1	I'm not a lover, I'm a fighter... But I'll still fuck you right	sexual_harassment	passive	I am not a lover , I am a fighter . but i will still fuck you right
572	1	Girls that eat ass will always have a special place in my heart... And bed	sexual_harassment	passive	girls that eat ass will always have a special place in my heart . and bed
573	1	What's the polite way to say 'don't eat too much today cause I'm not tryin to get shit dick when I fuck you in the ass later'	sexual_harassment	passive	what is the polite way to say would on t eat too much today cause I am not tryin to get shit dick when i fuck you in the ass later
574	1	When your girl's accusing you of cheating so you let your side bitch listen <URL>	sexual_harassment	passive	when your girl s accusing you of cheating so you let your side bitch listen <url>
575	1	BITCH I SAW YOU ONE TIME WITH JONATHAN IDEK WHEN AND THOUGHT 'Gotta have her' that was before the entire Twitter saga	discredit	active	bitch i saw you one time with jonathan idek when and thought   gotta have her   that was before the entire twitter saga
576	1	<MENTION_1> Listen fam. If you're a whore you're a whore 😭😭😭clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp	discredit	active	<mention > listen fam . if you are a whore you are a whore clearly you miss read my tweet if you thought i was calling every female a whore.but yes hmp
577	1	D: DID THAT GUY JUST NOW FLIRT WITH YOU L: No, wait, it's not what you think D. I WON'T HESITATE; BITCH *shoots down the innocent fanboy*	discredit	active	d: did that guy just now flirt with you l : no , wait , it is not what you think d . i will not hesitate   bitch * shoots down the innocent fanboy *
578	1	@ past me bitch you ok???? you fake ass slut <URL>	discredit	active	past me bitch you ok ? you fake ass slut <url>
579	1	<MENTION_1> Why you being a pussy for back your shit up hoe	discredit	active	<mention > why you being a pussy for back your shit up hoe
580	1	If your 'fiancé' has a conversation with a bitch like this would you keep her? <URL>	discredit	active	if your   fianc   has a conversation with a bitch like this would you keep her ? <url>
581	1	Bitch you a hoe, tf. <URL>	discredit	active	bitch you a hoe , tf . <url>
582	1	<MENTION_1> <MENTION_2> Block me you dumb bitch. Because I'll go on all day about how nurses are assistants.	discredit	active	<mention > <mention > block me you dumb bitch . because i will go on all day about how nurses are assistants .
583	1	Bitch You might as well come eat my ass since your so worried about my shit 😂 dumb bitch	discredit	active	bitch you might as well come eat my ass since your so worried about my shit dumb bitch
584	1	Niggas Might Want You But You A Regular Bitch To Me	discredit	active	niggas might want you but you a regular bitch to me
585	1	<MENTION_1> Fuck that money whore <MENTION_2> Too stupid to know consensual touching or grabbing is not assault. Only <MENTION_3> is dumber	discredit	active	<mention > fuck that money whore <mention > too stupid to know consensual touching or grabbing is not assault . only <mention > is dumber
586	1	how in tf you gonna put your two cents in on something and somebody you don’t know then block and unblock me. Like bitch get off my line😂😂	discredit	active	how in tf you gonna put your two cents in on something and somebody you dont know then block and unblock me . like bitch get off my line
587	1	Y'all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can 😂	discredit	passive	y all so quick to call a girl a thot meanwhile u eatin and raw dogging every bitch u can
588	1	<MENTION_1> Hateful bully bitch you are	discredit	active	<mention > hateful bully bitch you are
589	1	In space no one can hear you bitch	discredit	active	in space no one can hear you bitch
590	1	What a stupid cunt <URL>	discredit	active	what a stupid cunt <url>
591	1	<MENTION_1> bitch you crazy as hell if you think you not bringing MY niece to see me. The fuck. i was there when her ass was conceived gahdam!	discredit	active	<mention > bitch you crazy as hell if you think you not bringing my niece to see me . the fuck . i was there when her ass was conceived gahdam !
592	1	<MENTION_1> Shut the FUCK up you jobless whore	discredit	active	<mention > shut the fuck up you jobless whore
593	1	Bitch I know you are not there <URL>	discredit	active	bitch i know you are not there <url>
594	1	YOU'RE A PUSSY ASS BITCH BYEEE	discredit	active	you are a pussy ass bitch bye
595	1	THIS IS FUCKING CHICHARRÓN YOU BITCH <URL>	discredit	active	this is fucking chicharrn you bitch <url>
596	1	bitch if jongin wants to give sehun a forehead kiss he will deadass tiptoe and kiss him you think a little height difference will stop him?	discredit	active	bitch if jongin wants to give sehun a forehead kiss he will deadass tiptoe and kiss him you think a little height difference will stop him ?
597	1	DRAKE! I WILL RIP YOUR HAIR OUT IF I SEE YOU AND THIS BITCH TOGETHER <URL>	discredit	active	drake ! i will rip your hair out if i see you and this bitch together <url>
598	1	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> Bitch you look like a dog	discredit	active	<mention > <mention > <mention > <mention > bitch you look like a dog
599	1	Every time I hear a women slut-shame another women for what their wearing I can’t help but think “Bitch you wack as fuck.”	discredit	passive	every time i hear a women slut shame another women for what their wearing i cant help but think bitch you wack as fuck .
600	1	If you feel like we have to talk everyday for us to be friends then bitch bye ✌🏽	discredit	active	if you feel like we have to talk everyday for us to be friends then bitch bye
601	1	You'll never be girlfriend or wife or none of that 😌 that's MY place bitch know your role and play your position 🤣🤣🤣 the rebound one 😂😭😭😩✌🏾	discredit	active	you will never be girlfriend or wife or none of that that is my place bitch know your role and play your position the rebound one
602	1	<MENTION_1> <MENTION_2> you cunt.	discredit	active	<mention > <mention > you cunt .
603	1	This stupid Bitch Lied. <URL>	discredit	active	this stupid bitch lied . <url>
604	1	<MENTION_1> Fuck you, you dirty red-jesd whore.	discredit	active	<mention > fuck you , you dirty red jesd whore .
605	1	<MENTION_1> <MENTION_2> Maybe #karma will eliminate the problem..she‘s known to be a bitch. If you hear me Karma..sure be sweet if you gave Mueller iron clad proof.	discredit	active	<mention > <mention > maybe will eliminate the problem .. shes known to be a bitch . if you hear me karma .. sure be sweet if you gave mueller iron clad proof .
606	1	Ain't with that bopping shit bitch and you know	discredit	active	have not with that bopping shit bitch and you know
607	1	when you go to park all by yourself then some bitch fuck decides they wna park right next to you 😑	discredit	active	when you go to park all by yourself then some bitch fuck decides they wna park right next to you
608	1	I wanna give a bitch my heart but i can’t though, can’t fall in love with a stank hoe	discredit	active	i wanna give a bitch my heart but i cant though , cant fall in love with a stank hoe
609	1	Can this stupid bitch hurry TF up I'm trying to take my cousin to the park	discredit	active	can this stupid bitch hurry tf up I am trying to take my cousin to the park
610	1	<MENTION_1> Why do you think that hoe is in the back seat? Lol	discredit	active	<mention > why do you think that hoe is in the back seat ? lol
611	1	My bitch a model, lil nigga, you could ask Tyra Banks That pussy wet like a bottle, change them sheets every day	discredit	active	my bitch a model , lil nigga , you could ask tyra banks that pussy wet like a bottle , change them sheets every day
612	1	Would you rather the girl you’re fucking have nose as long as your dick, or her nipples? #weedthoughts #armsesh420	discredit	active	would you rather the girl you are fucking have nose as long as your dick , or her nipples ?
613	1	This bitch said idk bout u but sometimes u gotta suck a lil dick , wait even that ain't helping u 🙄😩🤦🏽‍♀️😂😂😂😂	discredit	active	this bitch said idk bout u but sometimes u gotta suck a lil dick , wait even that have not helping u
614	1	<MENTION_1> You betta beat down each one of them with your cunt	discredit	active	<mention > you betta beat down each one of them with your cunt
615	1	<MENTION_1> HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰	discredit	active	<mention > haahhahanaha this girl stil going   loner ass no real friends having ass bitch   yas
616	1	<MENTION_1> I'll send Meechy at yo hoe if yo bitch keep eyein' me	discredit	active	<mention > i will send meechy at yo hoe if yo bitch keep eyein   me
617	1	I’m so tired of older women at work asking me if I got married because I im pregnant like no bitch and I don’t plan on it.	discredit	passive	im so tired of older women at work asking me if i got married because i im pregnant like no bitch and i dont plan on it .
618	1	I Can't Fuck Wit You No More Ho And Im Sorry You A Disloyal Ass Bitch Ho You Sorry	discredit	active	i cannot fuck wit you no more ho and im sorry you a disloyal ass bitch ho you sorry
619	1	it's sad to see a fine girl be a hoe😪	discredit	passive	it is sad to see a fine girl be a hoe
620	1	Get ur fucking knowledge up if u wanna sneak diss me. Lil stupid hoe	discredit	active	get ur fucking knowledge up if u wanna sneak diss me . lil stupid hoe
621	1	<MENTION_1> Bitch come out you love to talk shit on the phone that's why I let your dad know she raised a FUCKING HOE	discredit	active	<mention > bitch come out you love to talk shit on the phone that is why i let your dad know she raised a fucking hoe
622	1	<MENTION_1> bitch that hoe mad annoying like i fr logged of your twitter bc it kept going off	discredit	active	<mention > bitch that hoe mad annoying like i fr logged of your twitter bc it kept going off
623	1	<MENTION_1> fake ass bitch just like Kylie hoe <URL>	discredit	active	<mention > fake ass bitch just like kylie hoe <url>
624	1	Not interested of being a bitch like you 😂 i prefer to be a good cute girl 😛 nak melalak melalak sorang sorang ok	discredit	active	not interested of being a bitch like you i prefer to be a good cute girl nak melalak melalak sorang sorang ok
625	1	<MENTION_1> you’re a fucking nobody. You just take advantage of people that care for you. Good on you whore	discredit	passive	<mention > you are a fucking nobody . you just take advantage of people that care for you . good on you whore
626	1	<MENTION_1> <MENTION_2> <MENTION_3> <MENTION_4> <MENTION_5> Fuck off JAG you ignorant slut with your sad pink paper.	discredit	active	<mention > <mention > <mention > <mention > <mention > fuck off jag you ignorant slut with your sad pink paper .
627	1	For an anon calling me a “whore” you should look at yourself first. If you want to call me a “whore” take... <URL>	discredit	active	for an anon calling me awhore you should look at yourself first . if you want to call me awhore take . <url>
628	1	<MENTION_1> Girl people really do that, like damn bitch you so selfish you don’t wanna rt me and get me clout	discredit	passive	<mention > girl people really do that , like damn bitch you so selfish you dont wanna rt me and get me clout
629	1	these hoes done called me kelly jr bitch fuck them 😩😂😂😂	discredit	passive	these hoes done called me kelly jr bitch fuck them
630	1	<MENTION_1> <MENTION_2> and women have done the same over dick but ok girl	discredit	passive	<mention > <mention > and women have done the same over dick but ok girl
631	1	For that dumb ass pussy that thought he could step to me, 1004 Franklin Ave, anytime you wanna get it bitch	discredit	active	for that dumb ass pussy that thought he could step to me , franklin ave , anytime you wanna get it bitch
632	1	<MENTION_1> Wanna speak down to my girl bitch then step up big nose ass bitch. Saw that shit off.	discredit	active	<mention > wanna speak down to my girl bitch then step up big nose ass bitch . saw that shit off .
633	1	You aint no shit, you lil' stupid ass bitch. #TuitSiMikeFueraDelGhetto	discredit	active	you aint no shit , you lil   stupid ass bitch .
634	1	<MENTION_1> AY YOU STUPID BITCH	discredit	active	<mention > ay you stupid bitch
635	1	Bitch stop playing with me and drop my shit off ! What u do after that ain't no problem because I know they gone send u back lil whore 😂😂	discredit	active	bitch stop playing with me and drop my shit off ! what u do after that have not no problem because i know they gone send u back lil whore
636	1	The bitch can go with whoever she wants now I guess. I already took that V & destroyed every hole she got anyway. Raw too. #PETTY	discredit	active	the bitch can go with whoever she wants now i guess . i already took that v destroyed every hole she got anyway . raw too .
637	1	<MENTION_1> guilty gear you fucking whore	discredit	active	<mention > guilty gear you fucking whore
638	1	<MENTION_1> Don’t talk shit on me when everyone calls you a whore too boo❤️	discredit	active	<mention > dont talk shit on me when everyone calls you a whore too boo
639	1	<MENTION_1> You work for the S*n, standard practice to be a lier and a complete cunt.	discredit	active	<mention > you work for the s * n , standard practice to be a lier and a complete cunt .
640	1	Once a hoe cross me on some fake shit then want play victim I could never be friends again yea I forgive you but I can't fwu like that ma!	discredit	active	once a hoe cross me on some fake shit then want play victim i could never be friends again yea i forgive you but i cannot fwu like that ma !
641	1	I saw a woman dressed up like a hot dog tonight. Bitch, it ain't Halloween yet	discredit	active	i saw a woman dressed up like a hot dog tonight . bitch , it have not halloween yet
642	1	<MENTION_1> <MENTION_2> You shut your whore mouth	discredit	active	<mention > <mention > you shut your whore mouth
643	1	Don't involve me in no hoe buisness #1 rule let a bitch choose I ain't never beefing bout NO bitches😩💯🔊	discredit	passive	do not involve me in no hoe buisness rule let a bitch choose i have not never beefing bout no bitches
644	1	Fuck you, you hoe I don’t want you back	discredit	active	fuck you , you hoe i dont want you back
645	1	'Ain't about them hoes anymore,it's just you' yet you talking sweet to the bitch you ALWAYS talked shit about plus 2 more👏🏽GMFU BRO💀	discredit	active	have not about them hoes anymore , it is just you   yet you talking sweet to the bitch you always talked shit about plus moregmfu bro
646	1	<MENTION_1> The women act like they don't have options. Yet dick is all over. When women realize there is EXCESS men is when they stop putting up trash.	discredit	passive	<mention > the women act like they do not have options . yet dick is all over . when women realize there is excess men is when they stop putting up trash .
647	1	<MENTION_1> The cunt from where you earn a living.	discredit	active	<mention > the cunt from where you earn a living .
648	1	i'm finna block this hoe cus bitch u weird fr.	discredit	active	I am finna block this hoe cus bitch u weird fr .
649	1	<MENTION_1> <MENTION_2> You a hoe if there's other bitches	discredit	active	<mention > <mention > you a hoe if there is other bitches
650	1	<MENTION_1> You are the sloppy queen of sucking cock	discredit	active	<mention > you are the sloppy queen of sucking cock
651	1	Roses are red, violets are blue. You a bitch ass hoe, and yo momma one too. <MENTION_1> Yeet	discredit	active	roses are red , violets are blue . you a bitch ass hoe , and yo momma one too . <mention > yeet
652	1	<MENTION_1> I know you do, slut <URL>	discredit	active	<mention > i know you do , slut <url>
653	1	being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.	discredit	active	being nauseous is stupid and a pussy move , like my body just fucking vomit already you bitch . lets go .
654	1	<MENTION_1> You are Satan's whore. Hell will welcome you.	discredit	active	<mention > you are satan s whore . hell will welcome you .
655	1	This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh	discredit	active	this nigga is on snap fucking a bitch while she sucking somebody else s dick bruh
656	1	How you take half naked pics but you not a hoe? Smh fake ass bitch.	discredit	active	how you take half naked pics but you not a hoe ? smh fake ass bitch .
657	1	get u a girl with a resting bitch face that only smiles at u	discredit	passive	get u a girl with a resting bitch face that only smiles at u
